selected,word,phonology,contrast,contrastGroup,source,syllableCount,syllableTemplate,syllable1,syllable2,phones,phoneLength,orthLength,ipaTarget,ttsText,phonologicalNeighborhoodSize,nearestRealWordDistance,nearestRealWords,englishZipfFrequency,selectionScore
0,samnek,easy,control,,generated,2,CVC-CVC,sam,nek,S AE M N EH K,6,6,/sæmnɛk/,sam-nek,0,3,amev|amick|anac|annick|sami|sammie|samms|sammy|samp|sams,0.0,1.6094
0,sankek,easy,control,,generated,2,CVC-CVC,san,kek,S AE N K EH K,6,6,/sænkɛk/,san-kek,0,3,anac|annick|sacca|sacco|sacher|sachs|sacked|sacks|sacs|saks,0.0,1.6094
0,sanmek,easy,control,,generated,2,CVC-CVC,san,mek,S AE N M EH K,6,6,/sænmɛk/,san-mek,0,3,amev|amick|anac|annick|sami|sammie|samms|sammy|samp|sams,0.0,1.6094
0,sekkak,easy,control,,generated,2,CVC-CVC,sek,kak,S EH K K AE K,6,6,/sɛkkæk/,sek-kak,0,3,cecchi|clack|crack|cyacq|kayak|krack|kracke|kwak|quack|scab,0.0,1.6094
0,semmam,easy,control,,generated,2,CVC-CVC,sem,mam,S EH M M AE M,6,6,/sɛmmæm/,sem-mam,0,3,cemp|imam|scam|semi|semi|semmes|siam|slam|smack|smarr,0.0,1.6094
0,semnam,easy,control,,generated,2,CVC-CVC,sem,nam,S EH M N AE M,6,6,/sɛmnæm/,sem-nam,0,3,cemp|cent|center|cents|imam|scam|scent|semi|semi|semmes,0.0,1.6094
0,senmam,easy,control,,generated,2,CVC-CVC,sen,mam,S EH N M AE M,6,6,/sɛnmæm/,sen-mam,0,3,cemp|cent|center|cents|imam|scam|scent|semi|semi|semmes,0.0,1.6094
0,sikkak,easy,control,,generated,2,CVC-CVC,sik,kak,S IH K K AE K,6,6,/sɪkkæk/,sik-kak,0,3,cicco|cinq|cinque|clack|crack|cyacq|ishaq|kayak|krack|kracke,0.0,1.6094
0,sikkek,easy,control,,generated,2,CVC-CVC,sik,kek,S IH K K EH K,6,6,/sɪkkɛk/,sik-kek,0,3,cicco|cinq|cinque|creque|kleck|krech|quek|scare|schell|sicker,0.0,1.6094
0,sokkak,easy,control,,generated,2,CVC-CVC,sok,kak,S AA K K AE K,6,6,/sɑkkæk/,sok-kak,0,3,clack|crack|cyacq|kayak|krack|kracke|kwak|quack|sachs|saki,0.0,1.6094
0,takkek,easy,control,,generated,2,CVC-CVC,tak,kek,T AE K K EH K,6,6,/tækkɛk/,tak-kek,0,3,creque|kleck|krech|quek|tacked|tacker|tacks|tacky|tact|taki,0.0,1.6094
0,takkem,easy,control,,generated,2,CVC-CVC,tak,kem,T AE K K EH M,6,6,/tækkɛm/,tak-kem,0,3,clem|klem|klemm|klemme|tacked|tacker|tacks|tacky|tact|taki,0.0,1.6094
0,takken,easy,control,,generated,2,CVC-CVC,tak,ken,T AE K K EH N,6,6,/tækkɛn/,tak-ken,0,3,achorn|cayenne|cayenne|kren|krenn|tacked|tacker|tacks|tacky|tact,0.0,1.6094
0,takmek,easy,control,,generated,2,CVC-CVC,tak,mek,T AE K M EH K,6,6,/tækmɛk/,tak-mek,0,3,acme|amev|amick|creque|khmer|kleck|krech|quek|schmeck|tacked,0.0,1.6094
0,taknek,easy,control,,generated,2,CVC-CVC,tak,nek,T AE K N EH K,6,6,/tæknɛk/,tak-nek,0,3,acne|anac|annick|creque|kleck|krech|quek|schneck|tacked|tacker,0.0,1.6094
0,tamkek,easy,control,,generated,2,CVC-CVC,tam,kek,T AE M K EH K,6,6,/tæmkɛk/,tam-kek,0,3,amca|amev|amick|schmeck|tacked|tacker|tacks|tacky|tact|taki,0.0,1.6094
0,tamkem,easy,control,,generated,2,CVC-CVC,tam,kem,T AE M K EH M,6,6,/tæmkɛm/,tam-kem,0,3,amca|amev|tacked|tacker|tacks|tacky|tact|taki|talc|tambs,0.0,1.6094
0,tammek,easy,control,,generated,2,CVC-CVC,tam,mek,T AE M M EH K,6,6,/tæmmɛk/,tam-mek,0,3,amev|amick|schmeck|talc|tambs|tami|tammie|tammo|tammy|tamp,0.0,1.6094
0,tamnek,easy,control,,generated,2,CVC-CVC,tam,nek,T AE M N EH K,6,6,/tæmnɛk/,tam-nek,0,3,amev|amick|anac|annick|schmeck|schneck|talc|tambs|tami|tammie,0.0,1.6094
0,tankek,easy,control,,generated,2,CVC-CVC,tan,kek,T AE N K EH K,6,6,/tænkɛk/,tan-kek,0,3,anac|annick|schneck|tacked|tacker|tacks|tacky|tact|taki|talc,0.0,1.6094
0,tanmek,easy,control,,generated,2,CVC-CVC,tan,mek,T AE N M EH K,6,6,/tænmɛk/,tan-mek,0,3,amev|amick|anac|annick|schmeck|schneck|talc|tambs|tami|tammie,0.0,1.6094
0,tapkek,easy,control,,generated,2,CVC-CVC,tap,kek,T AE P K EH K,6,6,/tæpkɛk/,tap-kek,0,3,apec|opec|spec|speck|tacked|tacker|tacks|tacky|tact|taki,0.0,1.6094
0,tekkak,easy,control,,generated,2,CVC-CVC,tek,kak,T EH K K AE K,6,6,/tɛkkæk/,tek-kak,0,3,clack|crack|kayak|krack|kracke|kwak|quack|teac|techie|techs,0.0,1.6094
0,tekkam,easy,control,,generated,2,CVC-CVC,tek,kam,T EH K K AE M,6,6,/tɛkkæm/,tek-kam,0,3,clam|cram|klamm|kram|kramm|kramme|kvam|quamme|scam|techie,0.0,1.6094
0,tekmak,easy,control,,generated,2,CVC-CVC,tek,mak,T EH K M AE K,6,6,/tɛkmæk/,tek-mak,0,3,clack|crack|emick|emmick|kayak|krack|kracke|kwak|quack|smack,0.0,1.6094
0,tekmam,easy,control,,generated,2,CVC-CVC,tek,mam,T EH K M AE M,6,6,/tɛkmæm/,tek-mam,0,3,clam|cram|imam|klamm|kram|kramm|kramme|kvam|quamme|scam,0.0,1.6094
0,tekman,easy,control,,generated,2,CVC-CVC,tek,man,T EH K M AE N,6,6,/tɛkmæn/,tek-man,0,3,clan|ehman|ehmann|ehmen|ekern|klahn|klan|klann|krahn|scan,0.0,1.6094
0,teknam,easy,control,,generated,2,CVC-CVC,tek,nam,T EH K N AE M,6,6,/tɛknæm/,tek-nam,0,3,clam|cram|klamm|kram|kramm|kramme|kvam|quamme|scam|techie,0.0,1.6094
0,teknan,easy,control,,generated,2,CVC-CVC,tek,nan,T EH K N AE N,6,6,/tɛknæn/,tek-nan,0,3,clan|ekern|ennen|klahn|klan|klann|knin|krahn|scan|techie,0.0,1.6094
0,tekpak,easy,control,,generated,2,CVC-CVC,tek,pak,T EH K P AE K,6,6,/tɛkpæk/,tek-pak,0,3,aipac|clack|crack|epic|epoch|kayak|krack|kracke|kwak|quack,0.0,1.6094
0,temkak,easy,control,,generated,2,CVC-CVC,tem,kak,T EH M K AE K,6,6,/tɛmkæk/,tem-kak,0,3,ehmke|emco|emick|emmick|smack|teac|techie|techs|temp|teske,0.0,1.6094
0,temkam,easy,control,,generated,2,CVC-CVC,tem,kam,T EH M K AE M,6,6,/tɛmkæm/,tem-kam,0,3,ehmke|emco|imam|scam|techie|techs|temp|teske|tex|thames,0.0,1.6094
0,temmak,easy,control,,generated,2,CVC-CVC,tem,mak,T EH M M AE K,6,6,/tɛmmæk/,tem-mak,0,3,emick|emmick|smack|teac|temp|teske|thames|trac|track|trak,0.0,1.6094
0,temmam,easy,control,,generated,2,CVC-CVC,tem,mam,T EH M M AE M,6,6,/tɛmmæm/,tem-mam,0,3,imam|temp|thames|tram,0.0,1.6094
0,temnak,easy,control,,generated,2,CVC-CVC,tem,nak,T EH M N AE K,6,6,/tɛmnæk/,tem-nak,0,3,anac|emick|emmick|schnack|smack|snack|teac|temp|tena|tench,0.0,1.6094
0,temnam,easy,control,,generated,2,CVC-CVC,tem,nam,T EH M N AE M,6,6,/tɛmnæm/,tem-nam,0,3,imam|temp|tena|tench|tend|tener|tenner|tenney|tenny|tenor,0.0,1.6094
0,tenkak,easy,control,,generated,2,CVC-CVC,ten,kak,T EH N K AE K,6,6,/tɛnkæk/,ten-kak,0,3,anac|nyack|schnack|snack|teac|techie|techs|tena|tench|tend,0.0,1.6094
0,tenkam,easy,control,,generated,2,CVC-CVC,ten,kam,T EH N K AE M,6,6,/tɛnkæm/,ten-kam,0,3,scam|techie|techs|tena|tench|tend|tener|tenner|tenney|tenny,0.0,1.6094
0,tenkan,easy,control,,generated,2,CVC-CVC,ten,kan,T EH N K AE N,6,6,/tɛnkæn/,ten-kan,0,3,ekern|ennen|scan|techie|techs|tena|tench|tend|tener|tenner,0.0,1.6094
0,tenmak,easy,control,,generated,2,CVC-CVC,ten,mak,T EH N M AE K,6,6,/tɛnmæk/,ten-mak,0,3,anac|emick|emmick|nyack|schnack|smack|snack|teac|temp|tena,0.0,1.6094
0,tenmam,easy,control,,generated,2,CVC-CVC,ten,mam,T EH N M AE M,6,6,/tɛnmæm/,ten-mam,0,3,imam|temp|tena|tench|tend|tener|tenner|tenney|tenny|tenor,0.0,1.6094
0,tennak,easy,control,,generated,2,CVC-CVC,ten,nak,T EH N N AE K,6,6,/tɛnnæk/,ten-nak,0,3,anac|nyack|schnack|snack|teac|tena|tench|tend|tener|tenner,0.0,1.6094
0,tenpak,easy,control,,generated,2,CVC-CVC,ten,pak,T EH N P AE K,6,6,/tɛnpæk/,ten-pak,0,3,aipac|anac|epic|epoch|nyack|schnack|snack|spack|spak|teac,0.0,1.6094
0,tepkak,easy,control,,generated,2,CVC-CVC,tep,kak,T EH P K AE K,6,6,/tɛpkæk/,tep-kak,0,3,aipac|epic|epoch|plack|placke|plaque|spack|spak|teac|techie,0.0,1.6094
0,tepkam,easy,control,,generated,2,CVC-CVC,tep,kam,T EH P K AE M,6,6,/tɛpkæm/,tep-kam,0,3,plam|scam|spam|techie|techs|tepper|teske|tex|tram,0.0,1.6094
0,tepmak,easy,control,,generated,2,CVC-CVC,tep,mak,T EH P M AE K,6,6,/tɛpmæk/,tep-mak,0,3,aipac|emick|emmick|epic|epoch|plack|placke|plaque|smack|spack,0.0,1.6094
0,tepnak,easy,control,,generated,2,CVC-CVC,tep,nak,T EH P N AE K,6,6,/tɛpnæk/,tep-nak,0,3,aipac|anac|epic|epoch|eppner|plack|placke|plaque|schnack|snack,0.0,1.6094
0,tetkak,easy,control,,generated,2,CVC-CVC,tet,kak,T EH T K AE K,6,6,/tɛtkæk/,tet-kak,0,3,attack|stac|stack|teac|techie|techs|teske|teta|teti|tex,0.0,1.6094
0,tikkak,easy,control,,generated,2,CVC-CVC,tik,kak,T IH K K AE K,6,6,/tɪkkæk/,tik-kak,0,3,clack|crack|ishaq|kayak|krack|kracke|kwak|quack|teac|ticked,0.0,1.6094
0,tikkam,easy,control,,generated,2,CVC-CVC,tik,kam,T IH K K AE M,6,6,/tɪkkæm/,tik-kam,0,3,clam|cram|klamm|kram|kramm|kramme|kvam|quamme|scam|ticked,0.0,1.6094
0,tikkan,easy,control,,generated,2,CVC-CVC,tik,kan,T IH K K AE N,6,6,/tɪkkæn/,tik-kan,0,3,clan|klahn|klan|klann|krahn|scan|ticked|ticker|ticks|tics,0.0,1.6094
0,tikkek,easy,control,,generated,2,CVC-CVC,tik,kek,T IH K K EH K,6,6,/tɪkkɛk/,tik-kek,0,3,creque|kleck|krech|quek|ticked|ticker|ticks|tics|trek,0.0,1.6094
0,tikmak,easy,control,,generated,2,CVC-CVC,tik,mak,T IH K M AE K,6,6,/tɪkmæk/,tik-mak,0,3,clack|crack|ishaq|kayak|krack|kracke|kwak|quack|smack|teac,0.0,1.6094
0,tikmam,easy,control,,generated,2,CVC-CVC,tik,mam,T IH K M AE M,6,6,/tɪkmæm/,tik-mam,0,3,clam|cram|imam|klamm|kram|kramm|kramme|kvam|quamme|scam,0.0,1.6094
0,tikpak,easy,control,,generated,2,CVC-CVC,tik,pak,T IH K P AE K,6,6,/tɪkpæk/,tik-pak,0,3,aipac|clack|crack|ipock|ishaq|kayak|krack|kracke|kwak|lipke,0.0,1.6094
0,timkak,easy,control,,generated,2,CVC-CVC,tim,kak,T IH M K AE K,6,6,/tɪmkæk/,tim-kak,0,3,ishaq|smack|teac|ticked|ticker|ticks|tics|timbs|timmer|timmie,0.0,1.6094
0,timkam,easy,control,,generated,2,CVC-CVC,tim,kam,T IH M K AE M,6,6,/tɪmkæm/,tim-kam,0,3,imam|scam|ticked|ticker|ticks|tics|timbs|timmer|timmie|timms,0.0,1.6094
0,timmak,easy,control,,generated,2,CVC-CVC,tim,mak,T IH M M AE K,6,6,/tɪmmæk/,tim-mak,0,3,ishaq|smack|teac|timbs|timmer|timmie|timms|timmy|timpe|tims,0.0,1.6094
0,timnak,easy,control,,generated,2,CVC-CVC,tim,nak,T IH M N AE K,6,6,/tɪmnæk/,tim-nak,0,3,anac|inaez|ishaq|schnack|smack|snack|teac|timbs|timmer|timmie,0.0,1.6094
0,tinkak,easy,control,,generated,2,CVC-CVC,tin,kak,T IH N K AE K,6,6,/tɪnkæk/,tin-kak,0,3,anac|inaez|inco|incur|ishaq|nyack|schnack|snack|teac|ticked,0.0,1.6094
0,tinkam,easy,control,,generated,2,CVC-CVC,tin,kam,T IH N K AE M,6,6,/tɪnkæm/,tin-kam,0,3,inaez|inco|incur|scam|ticked|ticker|ticks|tics|tinch|tinge,0.0,1.6094
0,tinnak,easy,control,,generated,2,CVC-CVC,tin,nak,T IH N N AE K,6,6,/tɪnnæk/,tin-nak,0,3,anac|inaez|ishaq|nyack|schnack|snack|teac|tinch|tinge|tinney,0.0,1.6094
0,tipkak,easy,control,,generated,2,CVC-CVC,tip,kak,T IH P K AE K,6,6,/tɪpkæk/,tip-kak,0,3,aipac|ipco|ipock|ishaq|lipke|plack|placke|plaque|ripke|spack,0.0,1.6094
0,tokkak,easy,control,,generated,2,CVC-CVC,tok,kak,T AA K K AE K,6,6,/tɑkkæk/,tok-kak,0,3,clack|crack|kayak|krack|kracke|kwak|quack|taco|takei|taku,0.0,1.6094
0,tonkak,easy,control,,generated,2,CVC-CVC,ton,kak,T AA N K AE K,6,6,/tɑnkæk/,ton-kak,0,3,anac|mohnke|nyack|schnack|snack|taco|takei|taku|tani|tanu,0.0,1.6094
0,wakkek,easy,control,,generated,2,CVC-CVC,wak,kek,W AE K K EH K,6,6,/wækkɛk/,wak-kek,0,3,creque|kleck|krech|quek|wacker|wacko|wacks|wacky|wako|wax,0.0,1.6094
0,wakkem,easy,control,,generated,2,CVC-CVC,wak,kem,W AE K K EH M,6,6,/wækkɛm/,wak-kem,0,3,clem|klem|klemm|klemme|wacker|wacko|wacks|wacky|wako|wax,0.0,1.6094
0,wakmek,easy,control,,generated,2,CVC-CVC,wak,mek,W AE K M EH K,6,6,/wækmɛk/,wak-mek,0,3,acme|amev|amick|creque|khmer|kleck|krech|quek|schmeck|wacker,0.0,1.6094
0,wamkek,easy,control,,generated,2,CVC-CVC,wam,kek,W AE M K EH K,6,6,/wæmkɛk/,wam-kek,0,3,amca|amev|amick|schmeck|wacker|wacko|wacks|wacky|wako|wax,0.0,1.6094
0,wammek,easy,control,,generated,2,CVC-CVC,wam,mek,W AE M M EH K,6,6,/wæmmɛk/,wam-mek,0,3,amev|amick|schmeck|whammy|wnek,0.0,1.6094
0,wapkek,easy,control,,generated,2,CVC-CVC,wap,kek,W AE P K EH K,6,6,/wæpkɛk/,wap-kek,0,3,apec|opec|spec|speck|wacker|wacko|wacks|wacky|wako|wax,0.0,1.6094
0,wekkak,easy,control,,generated,2,CVC-CVC,wek,kak,W EH K K AE K,6,6,/wɛkkæk/,wek-kak,0,3,clack|crack|kayak|krack|kracke|kwak|quack|wecht|wecker|welk,0.0,1.6094
0,wekkam,easy,control,,generated,2,CVC-CVC,wek,kam,W EH K K AE M,6,6,/wɛkkæm/,wek-kam,0,3,clam|cram|klamm|kram|kramm|kramme|kvam|quamme|scam|wecht,0.0,1.6094
0,wekkan,easy,control,,generated,2,CVC-CVC,wek,kan,W EH K K AE N,6,6,/wɛkkæn/,wek-kan,0,3,clan|ekern|klahn|klan|klann|krahn|scan|wecht|wecker|welk,0.0,1.6094
0,wekmak,easy,control,,generated,2,CVC-CVC,wek,mak,W EH K M AE K,6,6,/wɛkmæk/,wek-mak,0,3,clack|crack|emick|emmick|kayak|krack|kracke|kwak|quack|smack,0.0,1.6094
0,wekmam,easy,control,,generated,2,CVC-CVC,wek,mam,W EH K M AE M,6,6,/wɛkmæm/,wek-mam,0,3,clam|cram|imam|klamm|kram|kramm|kramme|kvam|quamme|scam,0.0,1.6094
0,weknak,easy,control,,generated,2,CVC-CVC,wek,nak,W EH K N AE K,6,6,/wɛknæk/,wek-nak,0,3,anac|clack|crack|kayak|krack|kracke|kwak|quack|schnack|snack,0.0,1.6094
0,weknam,easy,control,,generated,2,CVC-CVC,wek,nam,W EH K N AE M,6,6,/wɛknæm/,wek-nam,0,3,clam|cram|klamm|kram|kramm|kramme|kvam|quamme|scam|ueno,0.0,1.6094
0,wemkak,easy,control,,generated,2,CVC-CVC,wem,kak,W EH M K AE K,6,6,/wɛmkæk/,wem-kak,0,3,ehmke|emco|emick|emmick|smack|wecht|wecker|welk|welke|wemmer,0.0,1.6094
0,wemkam,easy,control,,generated,2,CVC-CVC,wem,kam,W EH M K AE M,6,6,/wɛmkæm/,wem-kam,0,3,ehmke|emco|imam|scam|wecht|wecker|welk|welke|wemmer|wempe,0.0,1.6094
0,wemkan,easy,control,,generated,2,CVC-CVC,wem,kan,W EH M K AE N,6,6,/wɛmkæn/,wem-kan,0,3,ehman|ehmann|ehmen|ehmke|ekern|emco|moran|scan|wecht|wecker,0.0,1.6094
0,wemmak,easy,control,,generated,2,CVC-CVC,wem,mak,W EH M M AE K,6,6,/wɛmmæk/,wem-mak,0,3,emick|emmick|smack|welk|welke|wemmer|wempe|wenck|wenk|wenke,0.0,1.6094
0,wemmam,easy,control,,generated,2,CVC-CVC,wem,mam,W EH M M AE M,6,6,/wɛmmæm/,wem-mam,0,3,imam|wemmer|wempe,0.0,1.6094
0,wemnak,easy,control,,generated,2,CVC-CVC,wem,nak,W EH M N AE K,6,6,/wɛmnæk/,wem-nak,0,3,anac|emick|emmick|schnack|smack|snack|ueno|wehner|welk|welke,0.0,1.6094
0,wenkak,easy,control,,generated,2,CVC-CVC,wen,kak,W EH N K AE K,6,6,/wɛnkæk/,wen-kak,0,3,anac|nyack|schnack|snack|ueno|wecht|wecker|wehner|welk|welke,0.0,1.6094
0,wenkam,easy,control,,generated,2,CVC-CVC,wen,kam,W EH N K AE M,6,6,/wɛnkæm/,wen-kam,0,3,scam|ueno|wecht|wecker|wehner|welk|welke|wench|wenck|wend,0.0,1.6094
0,wenmak,easy,control,,generated,2,CVC-CVC,wen,mak,W EH N M AE K,6,6,/wɛnmæk/,wen-mak,0,3,anac|emick|emmick|nyack|schnack|smack|snack|ueno|wehner|welk,0.0,1.6094
0,wennak,easy,control,,generated,2,CVC-CVC,wen,nak,W EH N N AE K,6,6,/wɛnnæk/,wen-nak,0,3,anac|nyack|schnack|snack|ueno|wehner|welk|welke|wench|wenck,0.0,1.6094
0,wepkak,easy,control,,generated,2,CVC-CVC,wep,kak,W EH P K AE K,6,6,/wɛpkæk/,wep-kak,0,3,aipac|epic|epoch|plack|placke|plaque|spack|spak|wecht|wecker,0.0,1.6094
0,wepmak,easy,control,,generated,2,CVC-CVC,wep,mak,W EH P M AE K,6,6,/wɛpmæk/,wep-mak,0,3,aipac|emick|emmick|epic|epoch|plack|placke|plaque|smack|spack,0.0,1.6094
0,wikkak,easy,control,,generated,2,CVC-CVC,wik,kak,W IH K K AE K,6,6,/wɪkkæk/,wik-kak,0,3,clack|crack|ishaq|kayak|krack|kracke|kwak|quack|whicker|whisk,0.0,1.6094
0,wikkam,easy,control,,generated,2,CVC-CVC,wik,kam,W IH K K AE M,6,6,/wɪkkæm/,wik-kam,0,3,clam|cram|klamm|kram|kramm|kramme|kvam|quamme|scam|whicker,0.0,1.6094
0,wikkan,easy,control,,generated,2,CVC-CVC,wik,kan,W IH K K AE N,6,6,/wɪkkæn/,wik-kan,0,3,clan|klahn|klan|klann|krahn|scan|whicker|whisk|wicca|wicker,0.0,1.6094
0,wikmak,easy,control,,generated,2,CVC-CVC,wik,mak,W IH K M AE K,6,6,/wɪkmæk/,wik-mak,0,3,clack|crack|ishaq|kayak|krack|kracke|kwak|quack|smack|whicker,0.0,1.6094
0,wimkak,easy,control,,generated,2,CVC-CVC,wim,kak,W IH M K AE K,6,6,/wɪmkæk/,wim-kak,0,3,ishaq|smack|whicker|whims|whisk|wicca|wicker|wickes|wickey|wicks,0.0,1.6094
0,wimkam,easy,control,,generated,2,CVC-CVC,wim,kam,W IH M K AE M,6,6,/wɪmkæm/,wim-kam,0,3,imam|scam|whicker|whims|whisk|wicca|wicker|wickes|wickey|wicks,0.0,1.6094
0,wimmak,easy,control,,generated,2,CVC-CVC,wim,mak,W IH M M AE K,6,6,/wɪmmæk/,wim-mak,0,3,ishaq|smack|whims|whisk|wilk|wilke|wimmer|wimp|wims|wink,0.0,1.6094
0,wimnak,easy,control,,generated,2,CVC-CVC,wim,nak,W IH M N AE K,6,6,/wɪmnæk/,wim-nak,0,3,anac|inaez|ishaq|schnack|smack|snack|whims|whinney|whisk|wilk,0.0,1.6094
0,winkak,easy,control,,generated,2,CVC-CVC,win,kak,W IH N K AE K,6,6,/wɪnkæk/,win-kak,0,3,anac|inaez|inco|incur|ishaq|nyack|schnack|snack|whicker|whinney,0.0,1.6094
0,wipkak,easy,control,,generated,2,CVC-CVC,wip,kak,W IH P K AE K,6,6,/wɪpkæk/,wip-kak,0,3,aipac|ipco|ipock|ishaq|lipke|plack|placke|plaque|ripke|spack,0.0,1.6094
0,wokkak,easy,control,,generated,2,CVC-CVC,wok,kak,W AA K K AE K,6,6,/wɑkkæk/,wok-kak,0,3,clack|crack|kayak|krack|kracke|kwak|quack|wank|wanke|woks,0.0,1.6094
0,womkak,easy,control,,generated,2,CVC-CVC,wom,kak,W AA M K AE K,6,6,/wɑmkæk/,wom-kak,0,3,domke|smack|wank|wanke|woks|wonk,0.0,1.6094
0,dakmik,easy,control,,generated,2,CVC-CVC,dak,mik,D AE K M IH K,6,6,/dækmɪk/,dak-mik,0,2,amick|amis|annick|aric|arrick|asic|attic|click|crick|cwik,0.0,1.8594
0,daksek,easy,control,,generated,2,CVC-CVC,dak,sek,D AE K S EH K,6,6,/dæksɛk/,dak-sek,0,2,dacs|dahnke|dance|dank|dasa|dassow|dats|datz|dax|decks,0.0,1.8594
0,damkik,easy,control,,generated,2,CVC-CVC,dam,kik,D AE M K IH K,6,6,/dæmkɪk/,dam-kik,0,2,amick|amis|annick|aric|arrick|asic|attic|dachau|dacs|dahnke,0.0,1.8594
0,dammik,easy,control,,generated,2,CVC-CVC,dam,mik,D AE M M IH K,6,6,/dæmmɪk/,dam-mik,0,2,amick|amis|annick|aric|arrick|asic|attic|dahnke|dammed|dammer,0.0,1.8594
0,dampek,easy,control,,generated,2,CVC-CVC,dam,pek,D AE M P EH K,6,6,/dæmpɛk/,dam-pek,0,2,damp|dams|dank|dapper|doepke|domke|dump|dweck|gamp|hamp,0.0,1.8594
0,deksak,easy,control,,generated,2,CVC-CVC,dek,sak,D EH K S AE K,6,6,/dɛksæk/,dek-sak,0,2,decks|deco|dekker|delk|denk|dense|derks|desk|dest|dex,0.0,1.8594
0,deksam,easy,control,,generated,2,CVC-CVC,dek,sam,D EH K S AE M,6,6,/dɛksæm/,dek-sam,0,2,decks|deco|dekker|dense|derks|desk|dest|dex|dhaka|dickes,0.0,1.8594
0,demsak,easy,control,,generated,2,CVC-CVC,dem,sak,D EH M S AE K,6,6,/dɛmsæk/,dem-sak,0,2,desk|dest|dex|disc|disk|disque|domke|dusk|emcee|emick,0.0,1.8594
0,densak,easy,control,,generated,2,CVC-CVC,den,sak,D EH N S AE K,6,6,/dɛnsæk/,den-sak,0,2,dense|dent|denz|desk|dest|dex|dinse|disc|disk|disque,0.0,1.8594
0,deskak,easy,control,,generated,2,CVC-CVC,des,kak,D EH S K AE K,6,6,/dɛskæk/,des-kak,0,2,desk|dest|dex|dhaka|disc|disk|disque|dusk|esco|esker,0.0,1.8594
0,deskam,easy,control,,generated,2,CVC-CVC,des,kam,D EH S K AE M,6,6,/dɛskæm/,des-kam,0,2,desk|dest|dex|dhaka|disc|disk|disque|dram|dusk|esco,0.0,1.8594
0,desmak,easy,control,,generated,2,CVC-CVC,des,mak,D EH S M AE K,6,6,/dɛsmæk/,des-mak,0,2,desk|dest|disc|disk|disque|domke|dusk|emick|emmick|essick,0.0,1.8594
0,desnak,easy,control,,generated,2,CVC-CVC,des,nak,D EH S N AE K,6,6,/dɛsnæk/,des-nak,0,2,desk|dest|disc|disk|disque|dusk|essick|essner|geske|jeske,0.0,1.8594
0,diksak,easy,control,,generated,2,CVC-CVC,dik,sak,D IH K S AE K,6,6,/dɪksæk/,dik-sak,0,2,dickes|dickey|dickie|dicks|dicky|dikes|dink|dinse|dips|dircks,0.0,1.8594
0,dimsak,easy,control,,generated,2,CVC-CVC,dim,sak,D IH M S AE K,6,6,/dɪmsæk/,dim-sak,0,2,disc|disk|disque|dix|domke|dusk|fisc|fisk|fiske|isaak,0.0,1.8594
0,diskak,easy,control,,generated,2,CVC-CVC,dis,kak,D IH S K AE K,6,6,/dɪskæk/,dis-kak,0,2,disc|disk|disque|dix|dusk|escoe|esquer|fisc|fisk|fiske,0.0,1.8594
0,diskam,easy,control,,generated,2,CVC-CVC,dis,kam,D IH S K AE M,6,6,/dɪskæm/,dis-kam,0,2,disc|disk|disque|dix|dram|dusk|escoe|esquer|fisc|fisk,0.0,1.8594
0,dismak,easy,control,,generated,2,CVC-CVC,dis,mak,D IH S M AE K,6,6,/dɪsmæk/,dis-mak,0,2,disc|disk|disque|domke|dusk|fisc|fisk|fiske|isaak|ishaq,0.0,1.8594
0,disnak,easy,control,,generated,2,CVC-CVC,dis,nak,D IH S N AE K,6,6,/dɪsnæk/,dis-nak,0,2,disc|disk|disque|dusk|fisc|fisk|fiske|inaez|isaak|ishaq,0.0,1.8594
0,dokmak,easy,control,,generated,2,CVC-CVC,dok,mak,D AA K M AE K,6,6,/dɑkmæk/,dok-mak,0,2,domke|dommer|dommie|kayak|krack|kracke|kwak|quack|smack,0.0,1.8594
0,domkak,easy,control,,generated,2,CVC-CVC,dom,kak,D AA M K AE K,6,6,/dɑmkæk/,dom-kak,0,2,domke|dommer|dommie|smack,0.0,1.8594
0,domkam,easy,control,,generated,2,CVC-CVC,dom,kam,D AA M K AE M,6,6,/dɑmkæm/,dom-kam,0,2,domke|dommer|dommie|dram|hakim|imam|scam,0.0,1.8594
0,domkan,easy,control,,generated,2,CVC-CVC,dom,kan,D AA M K AE N,6,6,/dɑmkæn/,dom-kan,0,2,domke|dommer|dommie|duan|duran|dyan|dyane|moran|ommen|scan,0.0,1.8594
0,dommak,easy,control,,generated,2,CVC-CVC,dom,mak,D AA M M AE K,6,6,/dɑmmæk/,dom-mak,0,2,domke|dommer|dommie|smack,0.0,1.8594
0,domnak,easy,control,,generated,2,CVC-CVC,dom,nak,D AA M N AE K,6,6,/dɑmnæk/,dom-nak,0,2,domke|dommer|dommie|donar|donde|doney|donna|donnay|donned|donner,0.0,1.8594
0,donmak,easy,control,,generated,2,CVC-CVC,don,mak,D AA N M AE K,6,6,/dɑnmæk/,don-mak,0,2,domke|dommer|dommie|donar|donde|doney|donna|donnay|donned|donner,0.0,1.8594
0,dopmak,easy,control,,generated,2,CVC-CVC,dop,mak,D AA P M AE K,6,6,/dɑpmæk/,dop-mak,0,2,domke|dommer|dommie|opic|plack|placke|plaque|smack|spack|spak,0.0,1.8594
